1	25	100	70.23809524
2	0	100	56.25
3	66.66666667	100	94.44444444
4	10	100	71.58795771
5	0	100	56.29130884
6	41.66666667	100	86.65579472
7	50	100	64.46101641
8	0.898203593	88.67924528	42.49571238
9	9.090909091	100	66.73276804
10	50	100	87.70015518
11	45	100	87.18181818
12	0	100	69.00389177
13	15.78947368	100	60.77254613
14	0	94.44444444	54.91716158
15	0	100	66.47069597
16	16.66666667	100	79.9625949
17	68.18181818	68.18181818	68.18181818
18	0	100	70.08986928
19	25	95.45454545	54.44669474
20	4	100	64.50714286
21	0	100	63.5180676
22	6.060606061	100	78.65968221
23	14.28571429	100	57.85714286
24	18.51851852	100	72.02241139
25	25	100	82.12202388
26	0	100	56.23836161
27	0	100	69.31814018
28	7.692307692	100	58.19409136
29	11.11111111	100	81.96190001
30	0	100	43.75891079
31	0	100	62.18326397
32	0	100	67.80172414
33	22.22222222	100	76.89012459
