1	0.00	0.00	0.00
2	0.00	50.00	16.67
3	100.00	100.00	100.00
4	0.00	100.00	32.14
5	0.00	100.00	17.86
6	0.00	100.00	52.97
7	0.00	83.33	9.26
8	0.00	0.00	0.00
9	0.00	100.00	18.71
10	0.00	100.00	18.75
11	0.00	100.00	47.62
12	0.00	100.00	21.93
13	0.00	75.00	12.88
14	0.00	100.00	24.29
15	0.00	100.00	19.79
16	0.00	100.00	12.99
17	0.00	100.00	50.00
18	0.00	25.00	6.17
19	0.00	100.00	18.75
20	0.00	66.67	6.06
21	0.00	100.00	32.59
22	0.00	100.00	47.06
23	0.00	0.00	0.00
24	0.00	100.00	43.97
25	0.00	66.67	14.07
26	0.00	100.00	32.50
27	0.00	100.00	10.33
28	0.00	99.05	11.45
29	0.00	100.00	25.00
30	0.00	100.00	23.98
31	0.00	100.00	8.20
32	0.00	100.00	34.00
33	0.00	100.00	57.78
