1	0.00	100.00	36.11
2	0.00	100.00	82.86
3	0.00	66.67	21.95
4	0.00	100.00	30.92
5	0.00	100.00	52.08
6	0.00	100.00	42.60
7	0.00	100.00	47.92
8	2.22	100.00	59.35
9	0.00	100.00	63.06
10	0.00	100.00	71.11
11	0.00	100.00	56.51
12	0.00	100.00	90.75
13	0.00	100.00	58.97
14	0.00	100.00	51.24
15	0.00	100.00	59.61
16	0.00	100.00	74.04
17	0.00	100.00	66.67
18	0.00	100.00	53.01
19	0.00	100.00	37.21
20	0.00	100.00	47.01
21	0.00	100.00	29.09
22	0.00	100.00	52.99
23	0.00	100.00	44.44
24	0.00	100.00	35.48
25	0.00	100.00	66.07
26	0.00	100.00	36.89
27	0.00	100.00	64.17
28	0.00	100.00	67.69
29	0.00	100.00	64.12
30	0.00	100.00	51.01
31	0.00	100.00	54.28
32	0.00	100.00	31.02
33	0.00	100.00	35.10
